,facility_id,place_id,facility_available_name,place_name,facility_is_available
752,100122,10038,주출입구 높이차이 제거,국립중앙박물관 극장 용,이용불편
753,100126,10039,주출입구 접근로,그랜드 앰배서더 서울 그랜드 볼룸,이용가능
754,100127,10039,장애인 전용 주차구역,그랜드 앰배서더 서울 그랜드 볼룸,이용불편
755,100128,10039,주출입구 높이차이 제거,그랜드 앰배서더 서울 그랜드 볼룸,이용불편
756,100129,10039,장애인용 승강기,그랜드 앰배서더 서울 그랜드 볼룸,이용가능
757,100130,10039,장애인용 화장실,그랜드 앰배서더 서울 그랜드 볼룸,이용불편
758,100131,10039,장애인용 관람석,그랜드 앰배서더 서울 그랜드 볼룸,이용가능
759,100132,10040,주출입구 높이차이 제거,그랜드하얏트서울 그랜드볼룸,이용가능
760,100134,10041,장애인 전용 주차구역,그랜드힐튼호텔 컨벤션홀,이용가능
761,100135,10041,주출입구 높이차이 제거,그랜드힐튼호텔 컨벤션홀,이용가능
762,100133,10041,주출입구 접근로,그랜드힐튼호텔 컨벤션홀,이용불편
763,100136,10041,장애인용 승강기,그랜드힐튼호텔 컨벤션홀,이용가능
764,100141,10042,장애인용 화장실,금호아트홀,이용불편
765,100139,10042,주출입구 높이차이 제거,금호아트홀,이용가능
766,100140,10042,장애인용 승강기,금호아트홀,이용가능
767,100138,10042,장애인 전용 주차구역,금호아트홀,이용불편
768,100137,10042,주출입구 접근로,금호아트홀,이용가능
769,100142,10044,주출입구 접근로,나루아트센터,이용가능
770,100143,10044,장애인 전용 주차구역,나루아트센터,이용불편
771,100144,10044,주출입구 높이차이 제거,나루아트센터,이용가능
772,100145,10044,장애인용 승강기,나루아트센터,이용불편
773,100146,10044,장애인용 관람석,나루아트센터,이용불편
774,100147,10046,주출입구 접근로,난타전용관(명동),이용불편
775,100148,10046,장애인용 화장실,난타전용관(명동),이용불편
776,100149,10046,장애인용 관람석,난타전용관(명동),이용가능
777,100153,10047,장애인용 화장실,난타전용관(홍대),이용가능
778,100152,10047,장애인용 승강기,난타전용관(홍대),이용가능
779,100154,10047,장애인용 관람석,난타전용관(홍대),이용가능
780,100150,10047,주출입구 접근로,난타전용관(홍대),이용가능
781,100151,10047,주출입구 높이차이 제거,난타전용관(홍대),이용가능
782,100155,10048,주출입구 접근로,남산예술센터,이용가능
783,100156,10048,장애인용 관람석,남산예술센터,이용가능
784,100157,10050,주출입구 접근로,대학로 SH 아트홀,이용가능
785,100158,10050,장애인 전용 주차구역,대학로 SH 아트홀,이용불편
786,100162,10060,주출입구 접근로,대학로 웃찾사 전용관(구.Boom Box),이용가능
787,100163,10060,주출입구 높이차이 제거,대학로 웃찾사 전용관(구.Boom Box),이용가능
788,100168,10061,장애인용 화장실,대학로예술극장,이용가능
789,100167,10061,장애인용 승강기,대학로예술극장,이용가능
790,100165,10061,장애인 전용 주차구역,대학로예술극장,이용가능
791,100164,10061,주출입구 접근로,대학로예술극장,이용가능
792,100166,10061,주출입구 높이차이 제거,대학로예술극장,이용가능
793,100169,10062,주출입구 접근로,대한극장,이용가능
794,100170,10062,주출입구 높이차이 제거,대한극장,이용가능
795,100171,10062,장애인용 관람석,대한극장,이용가능
796,100172,10064,주출입구 접근로,동숭아트센터,이용불편
797,100173,10064,장애인 전용 주차구역,동숭아트센터,이용불편
798,100174,10064,주출입구 높이차이 제거,동숭아트센터,이용가능
799,100175,10064,장애인용 승강기,동숭아트센터,이용불편
800,100176,10064,장애인용 화장실,동숭아트센터,이용가능
801,100181,10065,장애인용 관람석,동영아트홀 (구 계몽아트홀),이용가능
802,100179,10065,주출입구 높이차이 제거,동영아트홀 (구 계몽아트홀),이용불편
803,100180,10065,장애인용 승강기,동영아트홀 (구 계몽아트홀),이용가능
804,100177,10065,주출입구 접근로,동영아트홀 (구 계몽아트홀),이용가능
805,100178,10065,장애인 전용 주차구역,동영아트홀 (구 계몽아트홀),이용가능
806,100182,10066,주출입구 접근로,디마떼오홀,이용불편
807,100183,10066,주출입구 높이차이 제거,디마떼오홀,이용가능
808,100184,10068,주출입구 접근로,라트어린이극장,이용불편
809,100185,10068,장애인 전용 주차구역,라트어린이극장,이용가능
810,100186,10068,주출입구 높이차이 제거,라트어린이극장,이용가능
811,100187,10068,장애인용 승강기,라트어린이극장,이용가능
812,100191,10069,장애인용 승강기,레진코믹스 브이홀,이용가능
813,100188,10069,주출입구 접근로,레진코믹스 브이홀,이용가능
814,100189,10069,장애인 전용 주차구역,레진코믹스 브이홀,이용불편
815,100190,10069,주출입구 높이차이 제거,레진코믹스 브이홀,이용불편
816,100192,10069,장애인용 관람석,레진코믹스 브이홀,이용가능
817,100197,10071,장애인용 화장실,롯데몰 김포공항점,이용불편
818,100196,10071,장애인용 승강기,롯데몰 김포공항점,이용가능
819,100194,10071,장애인 전용 주차구역,롯데몰 김포공항점,이용불편
820,100193,10071,주출입구 접근로,롯데몰 김포공항점,이용가능
821,100195,10071,주출입구 높이차이 제거,롯데몰 김포공항점,이용가능
822,100198,10072,주출입구 접근로,롯데백화점 노원점,이용가능
823,100199,10072,장애인 전용 주차구역,롯데백화점 노원점,이용가능
824,100200,10072,주출입구 높이차이 제거,롯데백화점 노원점,이용가능
825,100201,10072,장애인용 승강기,롯데백화점 노원점,이용가능
826,100202,10072,장애인용 화장실,롯데백화점 노원점,이용가능
827,100203,10073,주출입구 접근로,롯데시네마 강동,이용불편
828,100204,10073,장애인 전용 주차구역,롯데시네마 강동,이용가능
829,100205,10073,주출입구 높이차이 제거,롯데시네마 강동,이용가능
830,100206,10073,장애인용 승강기,롯데시네마 강동,이용가능
831,100207,10073,장애인용 화장실,롯데시네마 강동,이용불편
832,100212,10074,장애인용 관람석,롯데시네마 강동관,이용가능
833,100211,10074,장애인용 승강기,롯데시네마 강동관,이용가능
834,100210,10074,주출입구 높이차이 제거,롯데시네마 강동관,이용가능
835,100208,10074,주출입구 접근로,롯데시네마 강동관,이용가능
836,100209,10074,장애인 전용 주차구역,롯데시네마 강동관,이용가능
837,100213,10075,주출입구 접근로,롯데시네마 건대입구관,이용가능
838,100214,10075,장애인 전용 주차구역,롯데시네마 건대입구관,이용불편
839,100215,10075,주출입구 높이차이 제거,롯데시네마 건대입구관,이용가능
840,100216,10075,장애인용 관람석,롯데시네마 건대입구관,이용가능
841,100217,10076,주출입구 접근로,롯데시네마 누리꿈(상암),이용가능
842,100218,10076,주출입구 높이차이 제거,롯데시네마 누리꿈(상암),이용가능
843,100219,10076,장애인용 승강기,롯데시네마 누리꿈(상암),이용불편
844,100220,10076,장애인용 화장실,롯데시네마 누리꿈(상암),이용불편
845,100224,10078,장애인용 승강기,롯데시네마 브로드웨이,이용가능
846,100225,10078,장애인용 화장실,롯데시네마 브로드웨이,이용불편
847,100223,10078,주출입구 높이차이 제거,롯데시네마 브로드웨이,이용가능
848,100221,10078,주출입구 접근로,롯데시네마 브로드웨이,이용가능
849,100222,10078,장애인 전용 주차구역,롯데시네마 브로드웨이,이용가능
850,100226,10079,주출입구 접근로,롯데시네마 씨티(강남),이용가능
851,100227,10079,주출입구 높이차이 제거,롯데시네마 씨티(강남),이용불편
852,100228,10079,장애인용 승강기,롯데시네마 씨티(강남),이용가능
853,100229,10079,장애인용 화장실,롯데시네마 씨티(강남),이용불편
854,100230,10079,장애인용 관람석,롯데시네마 씨티(강남),이용가능
855,100239,10082,주출입구 접근로,롯데시네마 피카디리관,이용가능
856,100240,10082,주출입구 높이차이 제거,롯데시네마 피카디리관,이용가능
857,100241,10082,장애인용 승강기,롯데시네마 피카디리관,이용가능
858,100242,10082,장애인용 관람석,롯데시네마 피카디리관,이용가능
859,100243,10083,주출입구 접근로,롯데시네마 합정,이용가능
860,100244,10083,주출입구 높이차이 제거,롯데시네마 합정,이용가능
861,100245,10083,장애인용 승강기,롯데시네마 합정,이용가능
862,100250,10084,장애인용 화장실,롯데시네마 홍대입구,이용가능
863,100249,10084,장애인용 승강기,롯데시네마 홍대입구,이용가능
864,100246,10084,주출입구 접근로,롯데시네마 홍대입구,이용가능
865,100247,10084,장애인 전용 주차구역,롯데시네마 홍대입구,이용가능
866,100248,10084,주출입구 높이차이 제거,롯데시네마 홍대입구,이용가능
867,100255,10086,주출입구 접근로,롯데시네마 황학,이용가능
868,100256,10086,장애인 전용 주차구역,롯데시네마 황학,이용가능
869,100257,10086,주출입구 높이차이 제거,롯데시네마 황학,이용가능
870,100258,10086,장애인용 관람석,롯데시네마 황학,이용가능
871,100259,10088,주출입구 접근로,루나틱전용관,이용가능
872,100260,10088,주출입구 높이차이 제거,루나틱전용관,이용가능
873,100261,10088,장애인용 승강기,루나틱전용관,이용가능
874,100263,10089,장애인 전용 주차구역,르네상스 서울호텔,이용가능
875,100262,10089,주출입구 접근로,르네상스 서울호텔,이용가능
876,100264,10089,주출입구 높이차이 제거,르네상스 서울호텔,이용가능
877,100266,10091,주출입구 높이차이 제거,리츠칼튼 서울호텔 그랜드볼룸,이용가능
878,100265,10091,장애인 전용 주차구역,리츠칼튼 서울호텔 그랜드볼룸,이용가능
879,100267,10091,장애인용 승강기,리츠칼튼 서울호텔 그랜드볼룸,이용불편
880,100271,10092,장애인용 승강기,마포아트센터,이용가능
881,100270,10092,주출입구 높이차이 제거,마포아트센터,이용가능
882,100272,10092,장애인용 화장실,마포아트센터,이용불편
883,100268,10092,주출입구 접근로,마포아트센터,이용가능
884,100269,10092,장애인 전용 주차구역,마포아트센터,이용가능
885,100273,10093,주출입구 접근로,메가박스 강남,이용가능
886,100274,10093,장애인 전용 주차구역,메가박스 강남,이용가능
887,100275,10093,주출입구 높이차이 제거,메가박스 강남,이용불편
888,100276,10093,장애인용 승강기,메가박스 강남,이용가능
889,100277,10094,주출입구 접근로,메가박스 동대문,이용가능
890,100278,10094,장애인 전용 주차구역,메가박스 동대문,이용가능
891,100279,10094,주출입구 높이차이 제거,메가박스 동대문,이용불편
892,100280,10094,장애인용 승강기,메가박스 동대문,이용가능
893,100281,10094,장애인용 관람석,메가박스 동대문,이용가능
894,100282,10095,주출입구 접근로,메가박스 목동,이용가능
895,100283,10095,장애인 전용 주차구역,메가박스 목동,이용불편
896,100284,10095,주출입구 높이차이 제거,메가박스 목동,이용가능
897,100285,10095,장애인용 승강기,메가박스 목동,이용불편
